klyuch_vina,hozyaistvo,vino,istochnik,shkala,ball,vyborka,vyborka_nizhnyaya_granica,god,konkurs_god,cvet,ogovorka,stranica,sobrano
toplicki-epigenia-prokupac,Vinarija Toplički Vinogradi,Epigenia Prokupac,vivino,5,3.8,423,False,,,,,https://www.vivino.com/w/2659858,2026-08-28
toplicki-epigenia-cabernet-sauvignon,Vinarija Toplički Vinogradi,Epigenia Cabernet Sauvignon,vivino,5,3.8,151,False,,,,,https://www.vivino.com/w/3750003,2026-08-28
toplicki-epigenia-sauvignon-blanc,Vinarija Toplički Vinogradi,Epigenia Sauvignon Blanc,vivino,5,3.7,35,False,,,,,https://www.vivino.com/w/7524593,2026-08-28
toplicki-tribus-villa-pinot-noir,Vinarija Toplički Vinogradi,Tribus villa Pinot Noir,vivino,5,3.6,65,False,,,,,https://www.vivino.com/w/4730675,2026-08-28
toplicki-tribus-villa-merlot-rose,Vinarija Toplički Vinogradi,Tribus Villa Merlot Rosé,vivino,5,3.5,26,False,,,,,https://www.vivino.com/w/4297628,2026-08-28
toplicki-tribus-villa-prokupac,Vinarija Toplički Vinogradi,Tribus Villa Prokupac,vivino,5,3.5,326,False,,,,,https://www.vivino.com/w/4978565,2026-08-28
toplicki-epigenia-chardonnay,Vinarija Toplički Vinogradi,Epigenia Chardonnay,vivino,5,3.4,68,False,,,,,https://www.vivino.com/w/2671875,2026-08-28
toplicki-epigenia-merlot,Vinarija Toplički Vinogradi,Epigenia Merlot,vivino,5,3.2,41,False,,,,,https://www.vivino.com/w/6478726,2026-08-28
doja-breg-cabernet-sauvignon,Doja,Breg Cabernet Sauvignon,vivino,5,4.3,139,False,,,,,https://www.vivino.com/w/9447229,2026-08-28
doja-breg-prokupac,Doja,Breg Prokupac,vivino,5,4.1,519,False,,,,,https://www.vivino.com/w/7631900,2026-08-28
doja-breg-merlot,Doja,Breg Merlot,vivino,5,4,33,False,,,,,https://www.vivino.com/w/10833524,2026-08-28
doja-cabernet-sauvignon-merlot,Doja,Cabernet Sauvignon - Merlot,vivino,5,3.9,186,False,,,,,https://www.vivino.com/w/7136598,2026-08-28
doja-prokupac,Doja,Prokupac,vivino,5,3.9,2398,False,,,,,https://www.vivino.com/w/4951481,2026-08-28
doja-tamjanika,Doja,Tamjanika,vivino,5,3.9,798,False,,,,,https://www.vivino.com/w/7231074,2026-08-28
doja-belo-chardonnay-pinot-grigio,Doja,Belo Chardonnay - Pinot Grigio,vivino,5,3.7,487,False,,,,,https://www.vivino.com/w/5676142,2026-08-28
doja-rose,Doja,Rose,vivino,5,3.5,184,False,,,,,https://www.vivino.com/w/4192558,2026-08-28
aleksic-zuti-cvet,Aleksić,Žuti Cvet,vivino,5,4.1,1996,False,,,,,https://www.vivino.com/w/3271936,2026-08-28
aleksic-amanet-vranac,Aleksić,Amanet Vranac,vivino,5,4,761,False,,,,,https://www.vivino.com/w/2748871,2026-08-28
dzervin-schlossberg-merlot,Dzervin,Schlossberg Merlot,vivino,5,3.9,44,False,,,,,https://www.vivino.com/w/7149168,2026-08-28
dzervin-sauvignon,Dzervin,Sauvignon,vivino,5,3.9,62,False,,,,,https://www.vivino.com/w/7369922,2026-08-28
dzervin-rose-romansa,Dzervin,Rosé Romansa,vivino,5,3.5,61,False,,,,,https://www.vivino.com/w/6033322,2026-08-28
dzervin-despot-crveni,Dzervin,Despot Crveni,vivino,5,3.3,106,False,,,,,https://www.vivino.com/w/6312999,2026-08-28
dzervin-dubravka,Dzervin,Dubravka,vivino,5,3,70,False,,,,,https://www.vivino.com/w/7474576,2026-08-28
jovic-vranac,Jović,Vranac,vivino,5,4,516,False,,,,,https://www.vivino.com/w/1849220,2026-08-28
lakicevic-cuvee-no5-merula,Lakićević,Cuvée No.5 Merula,vivino,5,4.2,178,False,,,,,https://www.vivino.com/w/8920751,2026-08-28
lakicevic-parus-sauvignon-blanc,Lakićević,Parus Sauvignon Blanc,vivino,5,4.2,92,False,,,,,https://www.vivino.com/w/11593426,2026-08-28
lakicevic-cuvee-alcedo,Lakićević,Cuvée Alcedo,vivino,5,4.2,29,False,,,,,https://www.vivino.com/wineries/vinarija-lakicevic,2026-08-28
lakicevic-upupa-tamjanika,Lakićević,Upupa Tamjanika,vivino,5,4.2,133,False,,,,,https://www.vivino.com/wineries/vinarija-lakicevic,2026-08-28
lakicevic-solaris,Lakićević,Solaris,vivino,5,4.2,86,False,,,,,https://www.vivino.com/w/11766731,2026-08-28
lakicevic-picus-chardonnay,Lakićević,Picus Chardonnay,vivino,5,4.1,35,False,,,,,https://www.vivino.com/wineries/vinarija-lakicevic,2026-08-28
lakicevic-picus-selection-chardonnay,Lakićević,Picus Selection Chardonnay,vivino,5,4.1,79,False,,,,,https://www.vivino.com/w/11593412,2026-08-28
lakicevic-cuvee-no1-oriolus,Lakićević,Cuvée No.1 Oriolus,vivino,5,4.1,142,False,,,,,https://www.vivino.com/w/8890518,2026-08-28
rubin-double-barrique-cabernet-sauvignon,Rubin,Double Barrique Cabernet Sauvignon,vivino,5,4.1,57,False,,,,,https://www.vivino.com/w/10621464,2026-08-28
rubin-double-barrique-sauvignon-blanc,Rubin,Double Barrique Sauvignon Blanc,vivino,5,4.1,36,False,,,,,https://www.vivino.com/w/11026414,2026-08-28
rubin-amante-matea-merlot,Rubin,Amante Matea Merlot,vivino,5,3.8,84,False,,,,,https://www.vivino.com/w/10032525,2026-08-28
rubin-amante-aurora,Rubin,Amante Aurora,vivino,5,3.8,39,False,,,,,https://www.vivino.com/w/7268403,2026-08-28
rubin-merlot,Rubin,Merlot,vivino,5,3.6,111,False,,,,,https://www.vivino.com/w/8653809,2026-08-28
rubin-chardonnay,Rubin,Chardonnay,vivino,5,3.2,176,False,,,,,https://www.vivino.com/w/2046249,2026-08-28
rubin-vranac,Rubin,Vranac,vivino,5,2.8,247,False,,,,,https://www.vivino.com/w/1582294,2026-08-28
rubin-grasevina,Rubin,Graševina,vivino,5,2.8,127,False,,,,,https://www.vivino.com/w/1165869,2026-08-28
coka-zdrepceva-krv-forever,Vinarija Coka,Ždrepčeva Krv Forever,vivino,5,4,68,False,,,,,https://www.vivino.com/w/6316054,2026-08-28
coka-kupianovo-vino,Vinarija Coka,Kupianovo Vino,vivino,5,4,186,False,,,,,https://www.vivino.com/w/1564593,2026-08-28
coka-lederer-cabernet-sauvignon,Vinarija Coka,Lederer Cabernet Sauvignon,vivino,5,3.6,192,False,,,,,https://www.vivino.com/w/7430608,2026-08-28
coka-mustuluk-crveni,Vinarija Coka,Muštuluk Crveni,vivino,5,3.5,69,False,,,,,https://www.vivino.com/w/3100425,2026-08-28
coka-lederer-merlot,Vinarija Coka,Lederer Merlot,vivino,5,3.4,205,False,,,,,https://www.vivino.com/w/1361988,2026-08-28
coka-kastel,Vinarija Coka,Kaštel,vivino,5,3.4,175,False,,,,,https://www.vivino.com/w/2337736,2026-08-28
coka-zdrepceva-krv-rotwein-lieblich,Vinarija Coka,Ždrepčeva Krv Rotwein Lieblich,vivino,5,3.4,171,False,,,,,https://www.vivino.com/w/1856590,2026-08-28
virtus-prokupac-733,Virtus,Prokupac 733,vivino,5,4.3,36,False,,,,,https://www.vivino.com/w/11536399,2026-08-28
virtus-cuvee-virtus-credo,Virtus,Cuvée Virtus Credo,vivino,5,4.3,349,False,,,,,https://www.vivino.com/w/4004524,2026-08-28
virtus-credo-beli,Virtus,Credo Beli,vivino,5,4.2,127,False,,,,,https://www.vivino.com/w/3991991,2026-08-28
virtus-pinot-noir,Virtus,Pinot Noir,vivino,5,4.1,286,False,,,,,https://www.vivino.com/w/5184778,2026-08-28
virtus-marselan,Virtus,Marselan,vivino,5,4,650,False,,,,,https://www.vivino.com/w/2897673,2026-08-28
virtus-gewurztraminer,Virtus,Gewürztraminer,vivino,5,3.9,310,False,,,,,https://www.vivino.com/w/4373441,2026-08-28
virtus-mlavac-crveni,Virtus,Mlavac Crveni,vivino,5,3.9,144,False,,,,,https://www.vivino.com/w/7412553,2026-08-28
virtus-pinot-grigio,Virtus,Pinot Grigio,vivino,5,3.8,223,False,,,,,https://www.vivino.com/w/3727533,2026-08-28
virtus-sauvignon-blanc,Virtus,Sauvignon Blanc,vivino,5,3.8,148,False,,,,,https://www.vivino.com/w/4362385,2026-08-28
virtus-prokupac,Virtus,Prokupac,vivino,5,3.8,561,False,,,,,https://www.vivino.com/w/3484234,2026-08-28
milijan-jelic-nebiolo,Milijan Jelić,Nebiolo,vivino,5,4.1,33,False,,,,,https://www.vivino.com/w/6501194,2026-08-28
milijan-jelic-kamenicanka-prokupac,Milijan Jelić,Kameničanka Prokupac,vivino,5,3.9,230,False,,,,,https://www.vivino.com/w/5705189,2026-08-28
milijan-jelic-morava,Milijan Jelić,Morava,vivino,5,3.8,852,False,,,,,https://www.vivino.com/w/1264728,2026-08-28
milijan-jelic-morange,Milijan Jelić,Morange,vivino,5,3.8,178,False,,,,,https://www.vivino.com/w/5107263,2026-08-28
vinis-crveno-vino,Vinis,Crveno Vino,vivino,5,4.6,27,False,,,,,https://www.vivino.com/w/2670421,2026-08-28
vinis-merlot-cabernet-sauvignon,Vinis,Merlot - Cabernet Sauvignon,vivino,5,4.2,106,False,,,,,https://www.vivino.com/w/5264994,2026-08-28
vinis-merlot,Vinis,Merlot,vivino,5,4.1,34,False,,,,,https://www.vivino.com/w/8447625,2026-08-28
temet-three-morave-red-tri-morave-crveno,Temet,Three Morave Red (Три Mораве Црвено),vivino,5,3.9,1269,False,,,,,https://www.vivino.com/w/2156452,2026-08-28
temet-three-morave-white-tri-moraves-bijelo,Temet,Three Morave White ( Три Моравес Бијело ),vivino,5,3.8,1327,False,,,,,https://www.vivino.com/w/1482267,2026-08-28
temet-burgundac-sivi,Temet,Burgundac Sivi,vivino,5,3.8,97,False,,,,,https://www.vivino.com/w/10401567,2026-08-28
temet-pinot-grigio,Temet,Pinot Grigio,vivino,5,3.7,192,False,,,,,https://www.vivino.com/w/1778577,2026-08-28
temet-tri-morave-rose,Temet,Tri Morave Rosé,vivino,5,3.6,236,False,,,,,https://www.vivino.com/w/6664825,2026-08-28
temet-p-rose,Temet,P Rosé,vivino,5,3.5,53,False,,,,,https://www.vivino.com/w/1522533,2026-08-28
matijasevic-sovinoa-fume-blanc,Matijašević Vinogradi,Sovinoa Fumé Blanc,vivino,5,4.3,213,False,,,,,https://www.vivino.com/w/10341407,2026-08-28
matijasevic-sovinoa-sauvignon-blanc,Matijašević Vinogradi,Sovinoa Sauvignon Blanc,vivino,5,4.1,576,False,,,,,https://www.vivino.com/w/8254768,2026-08-28
matijasevic-tri-doline-merlot,Matijašević Vinogradi,Tri Doline Merlot,vivino,5,4.1,213,False,,,,,https://www.vivino.com/w/10165491,2026-08-28
matijasevic-cukundeda-prokupac,Matijašević Vinogradi,Čukundeda Prokupac,vivino,5,4,382,False,,,,,https://www.vivino.com/w/9375920,2026-08-28
matijasevic-sedam-hrastova-cuvee-belo,Matijašević Vinogradi,Sedam Hrastova Cuvée Belo,vivino,5,4,172,False,,,,,https://www.vivino.com/w/10137013,2026-08-28
matijasevic-rose-rose,Matijašević Vinogradi,Rosé & Rose,vivino,5,4,70,False,,,,,https://www.vivino.com/w/8543897,2026-08-28
matijasevic-rock-rose,Matijašević Vinogradi,Rock & Rose,vivino,5,4,69,False,,,,,https://www.vivino.com/w/8444916,2026-08-28
matijasevic-belina,Matijašević Vinogradi,Belina,vivino,5,3.9,142,False,,,,,https://www.vivino.com/w/8607422,2026-08-28
grabak-vivak-prokupac,Grabak,Vivak Prokupac,vivino,5,4.1,44,False,,,,,https://www.vivino.com/w/9779751,2026-08-28
grabak-siva-vrana,Grabak,Siva Vrana,vivino,5,4.1,37,False,,,,,https://www.vivino.com/w/7473293,2026-08-28
grabak-cuk-merlot,Grabak,Ćuk Merlot,vivino,5,3.9,33,False,,,,,https://www.vivino.com/w/8400469,2026-08-28
grabak-modrovrana,Grabak,Modrovrana,vivino,5,3.9,75,False,,,,,https://www.vivino.com/w/6113965,2026-08-28
grabak-prva-lasta,Grabak,Prva Lasta,vivino,5,3.8,36,False,,,,,https://www.vivino.com/w/8326320,2026-08-28
grabak-grabak-prokupac,Grabak,Grabak Prokupac,vivino,5,3.7,70,False,,,,,https://www.vivino.com/w/6748383,2026-08-28
grabak-bela-golubica,Grabak,Bela golubica,vivino,5,3.7,61,False,,,,,https://www.vivino.com/w/5871005,2026-08-28
petra-traminac-late-harvest,Vinarija Petra,Traminac Late Harvest,vivino,5,4.4,35,False,,,,,https://www.vivino.com/w/5660062,2026-08-28
petra-cuvee,Vinarija Petra,Cuvée,vivino,5,4.2,52,False,,,,,https://www.vivino.com/w/10019019,2026-08-28
petra-traminac,Vinarija Petra,Traminac,vivino,5,4,86,False,,,,,https://www.vivino.com/w/4112788,2026-08-28
petra-orange-methode-traditionelle,Vinarija Petra,Orange Méthode Traditionelle,vivino,5,4,41,False,,,,,https://www.vivino.com/w/10019027,2026-08-28
petra-pinot-noir-barrique,Vinarija Petra,Pinot Noir Barrique,vivino,5,3.9,103,False,,,,,https://www.vivino.com/w/3995639,2026-08-28
petra-pinot-noir,Vinarija Petra,Pinot Noir,vivino,5,3.7,34,False,,,,,https://www.vivino.com/w/5198523,2026-08-28
petra-pinot-grigio,Vinarija Petra,Pinot Grigio,vivino,5,3.5,71,False,,,,,https://www.vivino.com/w/6317690,2026-08-28
atelje-sapat-akcent-reserve,Šapat,Àkcent Réserve,vivino,5,4.4,35,False,,,,,https://www.vivino.com/w/7480596,2026-08-28
atelje-sapat-bianca-moscato-giallo,Šapat,Bianca - Moscato Giallo,vivino,5,4,78,False,,,,,https://www.vivino.com/w/11923805,2026-08-28
atelje-sapat-picrveno,Šapat,Pi'Crveno,vivino,5,4,172,False,,,,,https://www.vivino.com/w/3056614,2026-08-28
atelje-sapat-reserve-cabernet-sauvignon,Šapat,Reserve Cabernet Sauvignon,vivino,5,4,59,False,,,,,https://www.vivino.com/w/10165174,2026-08-28
atelje-sapat-cabernet-sauvignon,Šapat,Cabernet Sauvignon,vivino,5,4.1,35,False,,,,,https://www.vivino.com/w/6739165,2026-08-28
atelje-sapat-barrique-cabernet-sauvignon,Šapat,Barrique Cabernet Sauvignon,vivino,5,4,61,False,,,,,https://www.vivino.com/w/4849583,2026-08-28
radovanovic-chardonnay-selekcija,Radovanović,Chardonnay Selekcija,vivino,5,4.1,546,False,,,,,https://www.vivino.com/w/1485343,2026-08-28
radovanovic-franc-cabernet-sauvignon,Radovanović,Franc - Cabernet Sauvignon,vivino,5,3.9,1064,False,,,,,https://www.vivino.com/w/1183542,2026-08-28
radovanovic-rose,Radovanović,Rosé,vivino,5,3.9,279,False,,,,,https://www.vivino.com/w/1583287,2026-08-28
ivanovic-petite-rose,Ivanović,Petite Rose,vivino,5,3.6,47,False,,,,,https://www.vivino.com/w/2311375,2026-08-28
aleksic-bonaca-chardonnay,Aleksić,Bonaca Chardonnay,vivino,5,3.6,376,False,,,,,https://www.vivino.com/w/2641605,2026-08-28
aleksic-kardas-cabernet-sauvignon,Aleksić,Kardaš Cabernet Sauvignon,vivino,5,3.8,790,False,,,,,https://www.vivino.com/w/2022760,2026-08-28
aleksic-morava,Aleksić,Morava,vivino,5,3.9,61,False,,,,,https://www.vivino.com/w/12651500,2026-08-28
aleksic-prokupac,Aleksić,Prokupac,vivino,5,3.8,50,False,,,,,https://www.vivino.com/w/11577328,2026-08-28
aleksic-nostalgija,Aleksić,Nostalgija,vivino,5,3.6,1335,False,,,,,https://www.vivino.com/w/2345431,2026-08-28
veritas-cukovic-monte-karlovci-cuvee-dry-red,Veritas Ćuković,Monte Karlovci Cuvée Dry Red,vivino,5,4,61,False,,,,,https://www.vivino.com/w/10691600,2026-08-28
veritas-cukovic-cuvee-suvo,Veritas Ćuković,Cuvée Suvo,vivino,5,3.9,29,False,,,,,https://www.vivino.com/w/2302985,2026-08-28
veritas-cukovic-merlot-suvo,Veritas Ćuković,Merlot Suvo,vivino,5,3.7,27,False,,,,,https://www.vivino.com/w/6246172,2026-08-28
bikicki-traminac,Bikicki,Traminac,vivino,5,3.7,176,False,,,,,https://www.vivino.com/w/6349831,2026-08-28
sijacki-neoplanta,Vinarija Šijački,Neoplanta,vivino,5,3.6,48,False,,,,,https://www.vivino.com/w/5782240,2026-08-28
sijacki-sedusa,Vinarija Šijački,Sedusa,vivino,5,3.9,135,False,,,,,https://www.vivino.com/w/5847230,2026-08-28
burma-fruska-gora-neoplanta,Vinarija Burma Fruška Gora,Neoplanta,vivino,5,3.6,26,False,,,,,https://www.vivino.com/w/12326399,2026-08-28
zupa-aleksandrovac-srpski-vranac,Zupa,Aleksandrovac Srpski Vranac,vivino,5,3.1,101,False,,,,,https://www.vivino.com/w/1711806,2026-08-28
zupa-kupinovo-vino,Zupa,Kupinovo Vino,vivino,5,3.9,155,False,,,,,https://www.vivino.com/w/1793947,2026-08-28
jeremic-kanon-superior-merlot-cabernet-sauvignon,Vinarija Jeremić,Kanon Superior Merlot - Cabernet Sauvignon,vivino,5,4.3,118,False,,,,,https://www.vivino.com/w/4208998,2026-08-28
jeremic-sonata-icon-sauvignon-blanc,Vinarija Jeremić,Sonata Icon Sauvignon Blanc,vivino,5,4.2,53,False,,,,,https://www.vivino.com/w/5582865,2026-08-28
jeremic-merlot-terroire,Vinarija Jeremić,Merlot Terroire,vivino,5,4.1,126,False,,,,,https://www.vivino.com/w/5973798,2026-08-28
jeremic-kanon-merlot-cabernet-sauvignon,Vinarija Jeremić,Kanon Merlot - Cabernet Sauvignon,vivino,5,4.1,785,False,,,,,https://www.vivino.com/w/2604969,2026-08-28
jeremic-rondo-rose,Vinarija Jeremić,Rondo Rosé,vivino,5,3.8,48,False,,,,,https://www.vivino.com/w/2723982,2026-08-28
jeremic-sonata-sauvignon-blanc,Vinarija Jeremić,Sonata Sauvignon Blanc,vivino,5,3.8,488,False,,,,,https://www.vivino.com/w/2176879,2026-08-28
chichateau-chi-chardonnay,Chichateau,Chi Chardonnay,vivino,5,4.2,296,False,,,,,https://www.vivino.com/w/6422987,2026-08-28
chichateau-fabula-lagum,Chichateau,Fabula Lagum,vivino,5,4.2,843,False,,,,,https://www.vivino.com/w/2411434,2026-08-28
chichateau-pink-punk-roze,Chichateau,Pink Punk Roze,vivino,5,4,948,False,,,,,https://www.vivino.com/w/2689627,2026-08-28
chichateau-fabula-mala,Chichateau,Fabula Mala,vivino,5,4.1,726,False,,,,,https://www.vivino.com/w/5813099,2026-08-28
chichateau-sauvignon-blank,Chichateau,Sauvignon Blank,vivino,5,3.9,273,False,,,,,https://www.vivino.com/w/5762784,2026-08-28
art-argument-cabernet-sauvignon,Art Wine,Argument Cabernet Sauvignon,vivino,5,4.1,32,False,,,,,https://www.vivino.com/w/3312021,2026-08-28
art-tangenta-chardonnay,Art Wine,Tangenta Chardonnay,vivino,5,4,30,False,,,,,https://www.vivino.com/w/1362578,2026-08-28
art-sumarum-merlot,Art Wine,Sumarum Merlot,vivino,5,3.7,50,False,,,,,https://www.vivino.com/w/5875137,2026-08-28
panjkovic-mudrost,Vinarija Panjković,Mudrost,vivino,5,3.9,27,False,,,,,https://www.vivino.com/w/11154263,2026-08-28
panjkovic-radost,Vinarija Panjković,Radost,vivino,5,3.8,29,False,,,,,https://www.vivino.com/w/11215005,2026-08-28
francuska-estelle-et-cyrille-bongiraud-istina,Francuska Vinarija - Estelle et Cyrille Bongiraud,Istina,vivino,5,3.7,534,False,,,,,https://www.vivino.com/w/1549948,2026-08-28
francuska-estelle-et-cyrille-bongiraud-obecanje,Francuska Vinarija - Estelle et Cyrille Bongiraud,Obecanje,vivino,5,3.8,467,False,,,,,https://www.vivino.com/w/1209871,2026-08-28
francuska-estelle-et-cyrille-bongiraud-poema,Francuska Vinarija - Estelle et Cyrille Bongiraud,Poema,vivino,5,3.9,409,False,,,,,https://www.vivino.com/w/1683481,2026-08-28
francuska-estelle-et-cyrille-bongiraud-tajna-blanc,Francuska Vinarija - Estelle et Cyrille Bongiraud,Tajna Blanc,vivino,5,3.8,198,False,,,,,https://www.vivino.com/w/5370738,2026-08-28
francuska-estelle-et-cyrille-bongiraud-tajna-rouge,Francuska Vinarija - Estelle et Cyrille Bongiraud,Tajna Rouge,vivino,5,3.9,115,False,,,,,https://www.vivino.com/w/1235717,2026-08-28
francuska-estelle-et-cyrille-bongiraud-zelja,Francuska Vinarija - Estelle et Cyrille Bongiraud,Želja,vivino,5,3.8,93,False,,,,,https://www.vivino.com/w/6777856,2026-08-28
francuska-estelle-et-cyrille-bongiraud-brut,Francuska Vinarija - Estelle et Cyrille Bongiraud,Brut,vivino,5,3.9,79,False,,,,,https://www.vivino.com/w/5799793,2026-08-28
francuska-estelle-et-cyrille-bongiraud-obecanje-pinot-noir,Francuska Vinarija - Estelle et Cyrille Bongiraud,Obecanje Pinot Noir,vivino,5,4,67,False,,,,,https://www.vivino.com/w/7619128,2026-08-28
francuska-estelle-et-cyrille-bongiraud-tam-tam,Francuska Vinarija - Estelle et Cyrille Bongiraud,Tam-Tam,vivino,5,4,65,False,,,,,https://www.vivino.com/w/7100647,2026-08-28
francuska-estelle-et-cyrille-bongiraud-brut-macere,Francuska Vinarija - Estelle et Cyrille Bongiraud,Brut Macéré,vivino,5,3.8,31,False,,,,,https://www.vivino.com/w/11197013,2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,vivino,5,4.2,4260,False,,,,,https://www.vivino.com/w/1171281,2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,vivino,5,4.4,1721,False,,,,,https://www.vivino.com/w/1938565,2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,vivino,5,4,1171,False,,,,,https://www.vivino.com/w/1511794,2026-08-28
aleksandrovic-varijanta,Aleksandrović,Varijanta,vivino,5,4,777,False,,,,,https://www.vivino.com/w/1171280,2026-08-28
aleksandrovic-vizija-reserve,Aleksandrović,Vizija Reserve,vivino,5,3.9,460,False,,,,,https://www.vivino.com/w/1288324,2026-08-28
aleksandrovic-trijumf-rose,Aleksandrović,Trijumf Rosé,vivino,5,3.9,429,False,,,,,https://www.vivino.com/w/1552679,2026-08-28
aleksandrovic-trijumf-barrique,Aleksandrović,Trijumf Barrique,vivino,5,4.1,165,False,,,,,https://www.vivino.com/w/2212996,2026-08-28
aleksandrovic-tema-blend,Aleksandrović,Tema Blend,vivino,5,4,351,False,,,,,https://www.vivino.com/w/3033024,2026-08-28
aleksandrovic-trijumf-chardonnay-sparkling,Aleksandrović,Trijumf Chardonnay Sparkling,vivino,5,3.9,279,False,,,,,https://www.vivino.com/w/4173726,2026-08-28
aleksandrovic-vozd-cabernet-sauvignon,Aleksandrović,Vožd Cabernet Sauvignon,vivino,5,4.5,237,False,,,,,https://www.vivino.com/w/8905313,2026-08-28
aleksandrovic-trijumf-noir-sparkling,Aleksandrović,Trijumf Noir Sparkling,vivino,5,4,192,False,,,,,https://www.vivino.com/w/6368544,2026-08-28
aleksandrovic-oplen-riesling,Aleksandrović,Oplen Riesling,vivino,5,3.8,171,False,,,,,https://www.vivino.com/w/2464844,2026-08-28
aleksandrovic-trijumf-terroir,Aleksandrović,Trijumf Terroir,vivino,5,4.1,176,False,,,,,https://www.vivino.com/w/7775318,2026-08-28
aleksandrovic-euforija,Aleksandrović,Euforija,vivino,5,3.9,141,False,,,,,https://www.vivino.com/w/1270944,2026-08-28
aleksandrovic-chardonnay-extra,Aleksandrović,Chardonnay Extra,vivino,5,4,91,False,,,,,https://www.vivino.com/w/5315055,2026-08-28
aleksandrovic-trijumf-late-harvest,Aleksandrović,Trijumf Late Harvest,vivino,5,4,89,False,,,,,https://www.vivino.com/w/3756606,2026-08-28
aleksandrovic-tema-selection,Aleksandrović,Tema Selection,vivino,5,3.7,78,False,,,,,https://www.vivino.com/w/2150193,2026-08-28
aleksandrovic-finesa-rose,Aleksandrović,Finesa Rosé,vivino,5,3.9,54,False,,,,,https://www.vivino.com/w/4572327,2026-08-28
aleksandrovic-oplen-selection,Aleksandrović,Oplen Selection,vivino,5,3.7,52,False,,,,,https://www.vivino.com/w/2539115,2026-08-28
aleksandrovic-trijumf-rose-brut,Aleksandrović,Trijumf Rosé Brut,vivino,5,4,54,False,,,,,https://www.vivino.com/w/10040270,2026-08-28
aleksandrovic-varijanta-white-selection,Aleksandrović,Varijanta White Selection,vivino,5,4,37,False,,,,,https://www.vivino.com/w/9747837,2026-08-28
